deal_id|company_id|deal_number|deal_date|deal_status|deal_size|last_updated
26853-58T|50889-70|3|04/01/2011|11|6.02|02/15/2017
17681-95T|50890-60|1|01/29/2007|11|1.0|02/15/2017
17682-04T|50890-60|2|06/18/2007|11|6.82|02/15/2017
17680-78T|50892-76|1|08/23/2010|11|2.98|02/15/2017
17833-87T|50894-02|1|08/24/2010|11|20.0|02/15/2017
23849-11T|50894-65|1|03/25/2009|11|0.3|02/15/2017
17683-57T|50894-65|2|08/23/2010|11|1.2|02/15/2017
19240-66T|50894-65|3|09/21/2011|11|6.0|02/15/2017
20238-85T|50895-10|1|09/02/2011|11|2.81|02/15/2017
17676-28T|50900-23|1|07/09/2008|11|3.2|02/15/2017
18776-17T|50900-32|1|06/03/2008|11|2.2800000000000002|02/15/2017
18017-38T|50900-50|1|12/03/2009|11|10.12|02/15/2017
17700-85T|50901-22|1|03/16/2009|11|8.0|02/15/2017
33854-95T|50901-22|2|08/24/2010|11|4.0|02/15/2017
22816-81T|50901-22|3|02/13/2013|11|8.75|02/15/2017
17871-76T|50904-28|1|08/27/2010|11|0.75|02/15/2017
17703-64T|50904-37|1|08/25/2010|11|3.0|02/15/2017
22241-80T|50905-36|2|03/01/2010|11|0.02|02/15/2017
17681-23T|50907-43|1|07/05/2007|11|18.51|02/15/2017
17921-80T|50909-50|1|08/25/2010|11|0.85|02/15/2017
18016-03T|50912-92|1|01/26/2007|11|4.1|02/15/2017
29948-59T|50914-09|2|10/12/2007|11|2.91|02/15/2017
17911-09T|50914-09|3|08/30/2008|11|10.8|02/15/2017
17803-54T|50914-63|1|08/30/2010|11|4.0|02/15/2017
18824-41T|50915-08|1|09/07/2010|11|66.55|02/15/2017
36642-88T|50919-22|4|07/09/2007|11|4.13|02/15/2017
17610-22T|50919-22|5|10/19/2008|11|4.1|02/15/2017
18953-83T|50920-12|1|10/19/2010|11|6.9|02/15/2017
18953-92T|50920-12|2|07/13/2011|11|2.25|02/15/2017
22670-02T|50920-12|3|09/28/2012|11|3.42|02/15/2017
17872-39T|50920-21|1|08/30/2010|11|3.0|02/15/2017
21529-45T|50922-91|1|01/01/2007|11|1.5|02/15/2017
17264-26T|50922-91|3|08/31/2010|11|5.0|02/15/2017
17281-90T|50924-89|1|09/01/2010|11|0.7|02/15/2017
17265-79T|50925-61|1|09/01/2010|11|3.0|02/15/2017
23848-75T|50926-78|1|08/31/2010|11|1.8599999999999999|02/15/2017
23848-84T|50926-78|2|08/05/2011|11|1.6400000000000001|02/15/2017
17265-88T|50926-78|3|04/18/2012|11|1.5|02/15/2017
22645-09T|50927-41|1|12/22/2010|11|2.5300000000000002|02/15/2017
20789-38T|50927-41|2|11/02/2012|11|3.66|02/15/2017
17274-16T|50933-53|1|09/02/2010|11|3.4|02/15/2017
18468-01T|50933-53|2|05/16/2011|11|4.5|02/15/2017
17268-67T|50933-89|1|06/13/2007|11|5.0|02/15/2017
17269-48T|50934-16|1|07/13/2010|11|30.0|02/15/2017
22452-13T|50934-88|1|02/19/2010|11|2.89|02/15/2017
17273-17T|50938-66|1|09/01/2010|11|3.24|02/15/2017
17274-97T|50941-36|1|01/01/2008|11||02/15/2017
17274-61T|50941-36|3|06/04/2009|11|2.74|02/15/2017
17274-70T|50941-36|4|01/11/2010|11|2.19|02/15/2017
18397-00T|50941-90|1|10/15/2007|11|25.0|02/15/2017
17279-11T|50942-08|2|10/17/2008|11|30.0|02/15/2017
33244-39T|50942-08|4|03/08/2011|11|0.5|02/15/2017
17274-25T|50944-24|1|06/01/2007|11|4.61|02/15/2017
17372-08T|50944-51|2|06/03/2008|11|3.05|02/15/2017
17367-76T|50944-60|1|01/01/2007|11|7.5|02/15/2017
19156-06T|50944-69|1|03/05/2007|11|5.08|02/15/2017
27213-49T|50944-96|10|07/10/2013|11|26.53|02/15/2017
17410-87T|50945-05|5|05/20/2008|11|40.28|02/15/2017
17411-05T|50945-05|6|08/03/2010|11|7.5|02/15/2017
27593-74T|50945-05|7|04/19/2012|11|10.0|02/15/2017
21199-24T|50945-32|1|04/27/2009|11|6.67|02/15/2017
17379-19T|50945-32|2|12/21/2009|11|9.85|02/15/2017
23257-90T|50945-50|1|05/23/2008|11|3.5|02/15/2017
23258-35T|50945-50|2|08/11/2010|11|1.34|02/15/2017
17375-59T|50945-86|1|01/01/2007|11|6.18|02/15/2017
17274-52T|50946-40|1|09/02/2010|11|10.6|02/15/2017
76296-43T|50946-94|9|01/09/2017|11|50.0|02/15/2017
17416-63T|50950-81|3|09/18/2007|11|3.55|02/15/2017
17384-95T|50952-61|1|09/30/2009|11|15.0|02/15/2017
17380-36T|50953-42|1|12/08/2009|11|4.21|02/15/2017
19092-70T|50954-86|1|07/16/2007|11|3.5|02/15/2017
21041-47T|50955-04|1|10/26/2008|11|2.03|02/15/2017
21041-56T|50955-04|2|02/10/2009|11|1.34|02/15/2017
18082-36T|50955-31|2|08/31/2007|11|6.5|02/15/2017
20104-03T|50955-40|3|01/09/2008|11|10.0|02/15/2017
17382-16T|50955-76|3|07/15/2009|11|18.6|02/15/2017
20122-30T|50956-39|1|06/16/2008|11|3.5|02/15/2017
17281-09T|50956-93|1|09/08/2010|11|30.5|02/15/2017
33618-43T|50958-46|1|08/02/2010|11|0.51|02/15/2017
17286-58T|50958-46|2|05/04/2011|11|1.28|02/15/2017
33618-70T|50958-46|3|10/03/2012|11|0.6|02/15/2017
17290-27T|50958-55|3|09/08/2010|11|25.0|02/15/2017
17283-70T|50958-91|1|05/01/2009|11|1.85|02/15/2017
28998-19T|50959-72|1|08/03/2010|11|3.9699999999999998|02/15/2017
17283-25T|50959-72|3|06/08/2011|11|2.1|02/15/2017
17282-71T|50961-70|1|05/19/2008|11|21.54|02/15/2017
17370-10T|50962-06|1|11/14/2007|11|4.21|02/15/2017
17284-51T|50962-15|1|01/26/2009|11|3.75|02/15/2017
17286-13T|50962-24|1|05/31/2009|11|1.0|02/15/2017
17406-37T|50962-69|1|09/30/2008|11|5.0|02/15/2017
24563-71T|50962-78|1|03/31/2008|11|0.5|02/15/2017
17283-43T|50962-78|2|09/07/2010|11|3.75|02/15/2017
17289-91T|50964-49|1|12/01/2008|11|0.6|02/15/2017
17290-00T|50964-49|2|04/14/2010|11|2.5|02/15/2017
17290-36T|50964-49|3|09/08/2010|11|2.49|02/15/2017
17389-45T|50965-66|1|11/30/2009|11|5.0|02/15/2017
17394-58T|50965-75|1|06/23/2009|11|15.0|02/15/2017
17293-06T|50965-84|1|06/17/2009|11|10.5|02/15/2017
25333-48T|50965-93|1|09/26/2007|11|20.0|02/15/2017
17289-55T|50966-02|1|02/23/2008|11|5.19|02/15/2017
17292-61T|50968-99|1|02/25/2011|11|2.93|02/15/2017
17292-70T|50970-07|2|09/10/2010|11|18.16|02/15/2017
17286-85T|50970-25|1|05/01/2007|11|1.5|02/15/2017
18740-71T|50970-70|1|03/01/2010|11|1.0|02/15/2017
24751-99T|50972-59|2|01/01/2010|11||02/15/2017
17285-41T|50972-59|3|09/10/2010|11|1.2|02/15/2017
46204-57T|50972-59|5|02/15/2013|11|3.05|02/15/2017
23026-69T|50974-57|2|12/01/2008|11||02/15/2017
23027-68T|50974-57|5|02/27/2012|11||02/15/2017
19053-55T|50974-75|1|05/02/2008|11|3.0|02/15/2017
19054-18T|50974-75|2|12/29/2008|11|1.0|02/15/2017
19053-64T|50974-75|3|11/01/2009|11|2.0|02/15/2017
17293-24T|50977-18|1|02/02/2009|11|43.0|02/15/2017
17264-35T|50979-70|1|09/08/2010|11||02/15/2017
17320-96T|50981-50|1|09/14/2010|11|14.0|02/15/2017
25711-30T|50981-50|2|02/29/2012|11|6.0|02/15/2017
17294-14T|50981-86|1|06/30/2009|11|8.0|02/15/2017
34584-22T|50981-95|1|09/01/2007|11|1.3|02/15/2017
34583-59T|50981-95|2|03/11/2009|11|1.25|02/15/2017
17281-72T|50981-95|3|01/06/2010|11|3.52|02/15/2017
17281-81T|50981-95|4|09/14/2010|11|6.05|02/15/2017
17280-01T|50982-22|1|01/31/2007|11||02/15/2017
37345-33T|50982-31|10|09/08/2014|11|10.0|02/15/2017
17301-25T|50982-40|1|09/14/2010|11|9.4|02/15/2017
24643-36T|50982-58|1|01/10/2008|11|4.5|02/15/2017
17297-92T|50982-85|1|12/17/2007|11|2.23|02/15/2017
17305-75T|50982-94|1|10/31/2007|11|0.43|02/15/2017
17300-98T|50982-94|2|10/10/2008|11|2.05|02/15/2017
17278-93T|50984-92|2|04/01/2008|11|6.0|02/15/2017
19403-65T|50985-01|2|06/17/2010|11|15.0|02/15/2017
24485-32T|50985-28|4|06/12/2007|11|6.99|02/15/2017
17270-47T|50985-37|1|03/22/2010|11|6.0|02/15/2017
17277-94T|50985-46|1|07/08/2008|11|17.9|02/15/2017
17270-65T|50985-46|2|10/02/2009|11|11.76|02/15/2017
17299-36T|50985-91|1|09/03/2010|11|1.3|02/15/2017
17298-37T|50987-26|1|04/01/2009|11|0.7|02/15/2017
17298-64T|50987-26|2|09/15/2010|11|5.0|02/15/2017
21387-52T|50987-44|1|10/01/2009|11|1.5|02/15/2017
46459-72T|50987-44|5|02/27/2015|11|2.3|02/15/2017
17297-65T|50987-53|1|04/10/2007|11|9.0|02/15/2017
37872-82T|50989-96|10|12/03/2014|11|16.8|02/15/2017
17304-13T|50990-23|1|08/02/2007|11|1.23|02/15/2017
17306-02T|50991-67|2|09/16/2010|11|1.6|02/15/2017
17302-51T|50992-21|1|03/19/2009|11|2.0|02/15/2017
17302-60T|50992-21|2|09/16/2010|11|9.0|02/15/2017
17304-67T|50992-48|6|01/18/2010|11|10.0|02/15/2017
21770-83T|50992-48|7|10/01/2010|11|2.0|02/15/2017
21770-92T|50992-48|8|04/06/2011|11|3.86|02/15/2017
28610-02T|50993-11|1|10/30/2009|11|1.75|02/15/2017
19884-16T|50995-81|6|02/21/2008|11|10.97|02/15/2017
17303-59T|50996-98|3|09/17/2010|11|1.1|02/15/2017
20451-25T|50996-98|4|01/13/2012|11|1.56|02/15/2017
24303-52T|50996-98|5|01/09/2013|11|0.5|02/15/2017
27313-75T|50996-98|6|07/17/2013|11|5.6|02/15/2017
17310-25T|50997-07|1|11/03/2009|11|3.0|02/15/2017
21371-68T|50998-69|5|01/21/2010|11|0.96|02/15/2017
19056-07T|50999-95|2|11/01/2007|11|1.5|02/15/2017
25261-75T|51000-31|1|05/14/2009|11|7.5|02/15/2017
17309-80T|51000-31|2|09/15/2010|11|3.5|02/15/2017
21550-60T|51000-31|3|04/14/2011|11|1.0|02/15/2017
17314-39T|51000-67|1|05/10/2010|11|0.01|02/15/2017
17314-21T|51000-67|2|09/13/2010|11|1.13|02/15/2017
17975-35T|51002-74|1|03/12/2009|11|2.0|02/15/2017
17305-03T|51002-74|2|09/20/2010|11|8.0|02/15/2017
17308-00T|51002-83|1|09/20/2010|11|6.0|02/15/2017
17308-36T|51003-28|2|09/15/2010|11|6.0|02/15/2017
17313-76T|51006-43|1|09/21/2010|11|9.17|02/15/2017
17316-55T|51006-52|3|02/05/2007|11|5.14|02/15/2017
17308-18T|51006-61|1|05/07/2010|11|1.2|02/15/2017
22133-62T|51006-61|2|08/01/2011|11|7.03|02/15/2017
20698-75T|51006-88|1|10/15/2011|11||02/15/2017
21328-75T|51007-51|1|01/23/2009|11|8.0|02/15/2017
17315-02T|51010-39|1|12/12/2009|11|10.11|02/15/2017
17315-65T|51010-75|1|01/01/2008|11|0.7|02/15/2017
17315-74T|51010-75|2|09/21/2010|11|3.8|02/15/2017
18003-07T|51016-96|1|11/05/2010|11|2.0|02/15/2017
21478-42T|51016-96|2|05/15/2012|11|6.25|02/15/2017
18243-37T|51018-04|2|05/19/2007|11|5.0|02/15/2017
37529-20T|51018-13|1|10/01/2008|11|4.09|02/15/2017
22483-45T|51019-12|2|06/07/2010|11|15.0|02/15/2017
22483-54T|51019-12|3|09/22/2010|11|6.0|02/15/2017
17323-93T|51019-21|3|09/27/2010|11|2.59|02/15/2017
24641-83T|51020-92|1|01/09/2007|11|3.0|02/15/2017
24402-07T|51021-10|1|09/05/2007|11|0.71|02/15/2017
17365-96T|51021-19|1|04/28/2011|11|4.48|02/15/2017
18699-49T|51023-71|2|11/17/2010|11|10.3|02/15/2017
17366-41T|51024-25|2|03/04/2008|11|3.0|02/15/2017
17368-03T|51025-15|1|09/16/2010|11|4.08|02/15/2017
18225-73T|51025-33|1|09/23/2008|11|4.5|02/15/2017
18703-09T|51029-92|1|12/09/2010|11|4.49|02/15/2017
36033-22T|51030-55|5|10/22/2008|11|0.1|02/15/2017
18713-98T|51030-73|1|04/14/2009|11|8.28|02/15/2017
18759-70T|51031-99|2|09/27/2010|11|5.3|02/15/2017
24672-07T|51032-08|5|02/26/2013|11|2.25|02/15/2017
18734-14T|51036-04|2|09/27/2010|11|5.0|02/15/2017
18786-97T|51037-57|1|04/07/2008|11|2.59|02/15/2017
21111-58T|51040-18|5|04/04/2012|11|1.0|02/15/2017
22660-93T|51040-72|1|10/25/2008|11|6.03|02/15/2017
18717-04T|51043-42|1|03/03/2008|11|22.3|02/15/2017
18734-68T|51044-14|1|09/29/2010|11|2.12|02/15/2017
20501-65T|51044-14|2|02/02/2012|11|10.0|02/15/2017
25319-71T|51045-31|1|11/18/2008|11|0.45|02/15/2017
18714-79T|51045-31|2|01/20/2010|11|1.55|02/15/2017
18714-88T|51045-31|4|10/04/2010|11|5.0|02/15/2017
17360-11T|51045-58|1|02/19/2008|11|3.27|02/15/2017
27936-19T|51045-94|2|01/01/2007|11|105.7|02/15/2017
18741-43T|51047-74|1|01/01/2009|11|5.17|02/15/2017
18733-24T|51057-10|1|09/29/2010|11|4.75|02/15/2017
28036-36T|51057-10|2|08/17/2013|11|1.76|02/15/2017
21816-91T|51057-46|1|08/05/2010|11|0.02|02/15/2017
18763-75T|51057-46|2|09/28/2010|11|1.1|02/15/2017
24641-38T|51057-46|3|06/19/2012|11|1.5|02/15/2017
18678-34T|51062-05|1|07/29/2009|11|1.42|02/15/2017
18678-43T|51062-05|2|09/30/2010|11|1.25|02/15/2017
26622-10T|51062-05|3|01/05/2012|11|1.01|02/15/2017
26623-00T|51062-05|4|07/30/2013|11|3.0|02/15/2017
18731-35T|51062-14|3|09/30/2010|11|3.6|02/15/2017
18000-91T|51069-34|1|09/30/2010|11|1.27|02/15/2017
18916-30T|51069-34|3|08/08/2011|11|3.25|02/15/2017
18673-03T|51071-68|2|08/22/2008|11|6.1|02/15/2017
18008-47T|51071-77|1|02/29/2008|11|2.5|02/15/2017
18676-72T|51073-39|1|10/05/2010|11|10.0|02/15/2017
18706-42T|51074-29|1|05/10/2007|11|0.79|02/15/2017
18433-90T|51074-38|1|12/20/2009|11|0.6|02/15/2017
21785-68T|51074-38|2|01/12/2010|11|0.5|02/15/2017
18433-99T|51074-38|3|08/27/2010|11|0.25|02/15/2017
18434-35T|51074-38|4|05/09/2011|11|5.75|02/15/2017
18726-94T|51074-47|1|10/04/2010|11|2.1|02/15/2017
18592-21T|51074-74|2|09/29/2010|11|8.47|02/15/2017
18672-40T|51081-13|1|03/24/2008|11||02/15/2017
18671-95T|51081-13|2|06/24/2008|11|1.0|02/15/2017
31892-68T|51081-31|1|08/17/2010|11|0.02|02/15/2017
18685-54T|51081-31|2|09/10/2010|11|1.0|02/15/2017
18685-63T|51081-31|3|02/07/2011|11|4.65|02/15/2017
17420-59T|51081-40|1|05/22/2007|11|8.95|02/15/2017
18737-20T|51081-58|3|03/13/2007|11|14.38|02/15/2017
18737-38T|51081-58|4|05/27/2008|11|6.74|02/15/2017
18745-12T|51081-58|5|06/23/2009|11|2.0|02/15/2017
18737-47T|51081-58|6|10/07/2010|11|10.64|02/15/2017
27710-47T|51081-58|7|06/26/2012|11|3.0|02/15/2017
21986-11T|51085-27|1|10/06/2010|11||02/15/2017
21986-20T|51085-27|2|07/10/2012|11|5.35|02/15/2017
24674-32T|51085-45|1|03/27/2009|11|1.78|02/15/2017
18734-32T|51088-60|1|10/07/2010|11|2.6|02/15/2017
20681-11T|51088-60|2|02/22/2012|11|2.25|02/15/2017
18518-32T|51089-50|1|10/12/2010|11|6.3|02/15/2017
18679-42T|51090-94|1|12/24/2010|11|2.0|02/15/2017
24496-03T|51090-94|2|12/10/2011|11|4.23|02/15/2017
22115-71T|51090-94|3|08/15/2012|11|5.0|02/15/2017
18733-42T|51098-77|1|06/25/2008|11|7.1|02/15/2017
18665-92T|51098-86|1|10/11/2010|11|2.0|02/15/2017
18307-54T|51098-95|1|10/08/2010|11|1.5|02/15/2017
18307-63T|51098-95|2|04/08/2011|11|1.5|02/15/2017
18712-36T|51099-04|1|01/06/2009|11|8.0|02/15/2017
18699-67T|51099-13|1|09/03/2008|11|1.44|02/15/2017
18697-15T|51104-17|1|05/16/2007|11|0.25|02/15/2017
18697-24T|51104-17|3|07/08/2008|11|1.5699999999999998|02/15/2017
18697-51T|51104-17|4|06/25/2009|11|0.79|02/15/2017
18730-36T|51105-61|1|08/07/2008|11|15.0|02/15/2017
24820-03T|51106-06|1|02/04/2010|11|1.67|02/15/2017
18694-81T|51106-06|2|10/12/2010|11|4.0|02/15/2017
18747-46T|51106-33|1|07/28/2008|11|0.03|02/15/2017
18747-82T|51106-33|2|10/06/2009|11|0.59|02/15/2017
20185-75T|51106-33|4|01/03/2012|11|6.42|02/15/2017
18694-99T|51106-42|1|01/01/2010|11|4.0|02/15/2017
18927-91T|51106-42|2|07/08/2011|11|2.34|02/15/2017
18271-81T|51106-60|1|04/02/2007|11||02/15/2017
18684-10T|51109-93|1|10/12/2010|11|2.0|02/15/2017
18856-00T|51111-73|1|01/01/2007|11|1.2|02/15/2017
18856-09T|51111-73|2|03/24/2008|11|1.17|02/15/2017
21642-13T|51113-44|4|03/02/2009|11|1.0|02/15/2017
19093-87T|51113-89|1|10/13/2010|11|2.01|02/15/2017
18721-54T|51114-52|1|10/13/2010|11|20.0|02/15/2017
18554-05T|51119-47|2|09/19/2008|11|4.0|02/15/2017
18749-17T|51119-65|1|01/01/2007|11|5.0|02/15/2017
18243-82T|51120-46|1|01/01/2008|11||02/15/2017
18243-91T|51120-46|2|10/14/2010|11|33.0|02/15/2017
24727-87T|51121-36|1|09/23/2007|11|5.0|02/15/2017
24728-05T|51121-36|2|02/27/2009|11|5.0|02/15/2017
17528-32T|51121-36|3|01/27/2010|11|4.0|02/15/2017
18647-65T|51121-72|3|10/10/2007|11|11.77|02/15/2017
29621-44T|51121-81|11|02/25/2015|11|21.0|02/15/2017
23052-25T|51121-99|2|04/07/2008|11|25.31|02/15/2017
23052-70T|51121-99|3|07/20/2010|11|1.0|02/15/2017
18676-81T|51122-80|1|01/01/2009|11|1.9300000000000002|02/15/2017
32884-21T|51122-80|2|01/01/2010|11|0.3|02/15/2017
18676-90T|51122-80|3|10/14/2010|11|4.5|02/15/2017
19997-11T|51122-80|4|11/16/2012|11|12.0|02/15/2017
24362-65T|51123-61|1|06/23/2009|11|18.24|02/15/2017
17728-84T|51123-79|1|04/23/2008|11|5.0|02/15/2017
17477-74T|51126-13|2|01/31/2007|11|5.0|02/15/2017
17477-92T|51127-03|1|05/15/2008|11|0.5|02/15/2017
17727-67T|51127-39|2|03/29/2007|11|12.0|02/15/2017
20097-28T|51127-66|1|09/30/2009|11||02/15/2017
18829-27T|51127-75|1|10/16/2008|11|5.0|02/15/2017
28453-87T|51128-02|11|06/03/2008|11|7.02|02/15/2017
19458-01T|51128-20|2|12/17/2008|11|30.0|02/15/2017
21445-93T|51129-19|5|12/10/2007|11|1.1|02/15/2017
18869-14T|51129-73|1|10/26/2007|11|0.26|02/15/2017
18869-05T|51129-73|2|05/01/2008|11|0.25|02/15/2017
18758-08T|51129-91|1|10/30/2007|11|25.0|02/15/2017
31291-48T|51130-45|6|03/09/2012|11||02/15/2017
32116-96T|51130-54|1|06/01/2007|11||02/15/2017
17630-56T|51130-54|2|10/22/2008|11|7.4|02/15/2017
17620-84T|51130-90|1|02/17/2009|11|10.5|02/15/2017
25083-28T|51130-90|2|07/13/2012|11|12.23|02/15/2017
18735-22T|51130-99|1|01/01/2009|11||02/15/2017
23988-43T|51130-99|2|12/01/2010|11||02/15/2017
20386-09T|51131-17|2|04/24/2007|11|3.5|02/15/2017
18731-89T|51131-26|2|03/12/2007|11|5.13|02/15/2017
18728-56T|51131-44|1|04/12/2007|11|5.0|02/15/2017
18318-88T|51131-62|1|12/01/2009|11|0.5|02/15/2017
33531-76T|51131-62|3|05/26/2010|11|0.88|02/15/2017
17483-77T|51135-67|1|01/17/2007|11|6.07|02/15/2017
18711-37T|51136-57|2|10/15/2010|11|3.65|02/15/2017
23641-84T|51136-57|5|01/04/2013|11|9.0|02/15/2017
18019-54T|51136-75|1|10/15/2010|11|1.58|02/15/2017
18058-24T|51136-75|3|02/14/2011|11|11.0|02/15/2017
17487-01T|51136-84|1|07/04/2008|11|2.0|02/15/2017
21585-43T|51140-44|1|08/05/2008|11|0.92|02/15/2017
18711-01T|51140-44|2|10/18/2010|11|5.0|02/15/2017
24166-72T|51144-76|1|04/09/2009|11|8.95|02/15/2017
73176-40T|51144-76|3|01/01/2011|11||02/15/2017
32669-74T|51145-03|8|02/17/2009|11|2.25|02/15/2017
17514-10T|51145-21|1|10/01/2008|11|0.88|02/15/2017
24149-98T|51145-21|2|07/27/2010|11|5.1|02/15/2017
17520-76T|51145-39|3|09/01/2007|11|1.25|02/15/2017
17520-31T|51145-39|4|10/29/2008|11|6.0|02/15/2017
17539-39T|51145-57|1|04/01/2007|11|0.02|02/15/2017
24449-95T|51145-57|2|07/27/2007|11|4.0|02/15/2017
18245-17T|51146-56|1|01/08/2008|11|1.5|02/15/2017
17522-47T|51146-92|1|12/24/2008|11|8.78|02/15/2017
18666-28T|51147-01|1|12/27/2010|11|8.25|02/15/2017
17502-49T|51147-37|1|10/14/2007|11|4.0|02/15/2017
23983-75T|51147-64|1|01/24/2008|11|23.0|02/15/2017
17501-86T|51148-00|1|03/19/2008|11|1.1|02/15/2017
18455-68T|51148-18|1|09/24/2007|11|1.49|02/15/2017
18404-38T|51148-36|1|10/12/2010|11|1.5|02/15/2017
18404-47T|51148-36|2|03/10/2011|11|8.25|02/15/2017
19381-60T|51148-36|3|10/13/2011|11|2.1|02/15/2017
22328-92T|51148-36|4|12/12/2012|11|4.09|02/15/2017
79897-69T|51148-36|7|12/15/2016|11|2.87|02/15/2017
17520-94T|51148-90|1|06/01/2009|11||02/15/2017
17521-12T|51148-90|2|10/26/2009|11|3.39|02/15/2017
27333-91T|51149-26|1|01/26/2007|11|0.02|02/15/2017
17506-18T|51149-26|2|12/05/2007|11|4.0|02/15/2017
17569-54T|51149-53|1|07/25/2008|11|1.5|02/15/2017
58211-65T|51149-53|2|06/01/2009|11||02/15/2017
17499-07T|51149-62|1|10/21/2008|11|3.0|02/15/2017
17551-09T|51149-89|1|06/01/2008|11|11.78|02/15/2017
25017-31T|51151-96|2|02/04/2010|11|17.55|02/15/2017
18694-90T|51153-49|1|12/31/2008|11|5.85|02/15/2017
18671-68T|51154-03|2|10/19/2010|11|3.0|02/15/2017
38265-67T|51154-03|3|10/09/2014|11|5.52|02/15/2017
59559-49T|51154-03|4|10/19/2015|11|1.0|02/15/2017
31550-68T|51154-93|3|05/08/2009|11|2.12|02/15/2017
17552-08T|51154-93|4|11/16/2009|11|1.1|02/15/2017
17554-33T|51155-02|2|07/08/2009|11|2.0|02/15/2017
17554-42T|51155-02|3|09/30/2010|11|4.5|02/15/2017
17545-60T|51155-11|1|02/10/2009|11|2.05|02/15/2017
17545-69T|51155-11|2|11/16/2009|11|5.54|02/15/2017
24864-94T|51155-11|3|06/29/2011|11|4.02|02/15/2017
17549-11T|51155-38|1|01/01/2008|11|12.81|02/15/2017
18176-41T|51156-28|1|05/01/2010|11|6.5|02/15/2017
17518-69T|51156-64|1|10/20/2009|11|5.5|02/15/2017
17502-40T|51157-90|1|01/01/2009|11||02/15/2017
18763-93T|51158-08|1|07/02/2007|11|6.36|02/15/2017
17511-67T|51158-17|1|12/14/2009|11|0.5|02/15/2017
17511-49T|51158-17|2|01/08/2010|11|15.0|02/15/2017
17511-58T|51158-17|3|09/29/2010|11|14.2|02/15/2017
26122-78T|51158-17|5|05/16/2013|11|7.0|02/15/2017
17576-29T|51160-51|1|07/20/2007|11|8.0|02/15/2017
18088-84T|51161-14|3|09/28/2007|11|11.0|02/15/2017
18685-90T|51161-86|1|10/23/2008|11|2.77|02/15/2017
18009-55T|51164-56|1|10/20/2010|11|1.19|02/15/2017
18701-56T|51164-74|2|10/20/2009|11|16.0|02/15/2017
18701-65T|51164-74|3|06/06/2011|11|13.4|02/15/2017
23599-72T|51164-74|4|12/31/2012|11|7.8|02/15/2017
18690-94T|51164-83|1|05/03/2010|11|1.35|02/15/2017
18691-03T|51164-83|2|10/21/2010|11|2.51|02/15/2017
18019-27T|51165-10|1|10/19/2010|11|1.25|02/15/2017
27837-82T|51165-10|2|03/08/2012|11|1.22|02/15/2017
27246-61T|51165-10|3|04/19/2013|11|2.0|02/15/2017
18265-33T|51165-19|1|09/23/2008|11||02/15/2017
18256-87T|51165-19|2|06/23/2009|11|0.77|02/15/2017
71724-25T|51165-19|7|06/01/2016|11|2.0|02/15/2017
18697-06T|51165-46|1|09/01/2007|11|0.1|02/15/2017
53167-06T|51169-33|2|04/13/2015|11||02/15/2017
18706-87T|51169-51|2|03/03/2008|11|1.0|02/15/2017
18678-07T|51171-49|1|10/21/2010|11|1.25|02/15/2017
18691-57T|51171-76|1|10/21/2010|11|3.0|02/15/2017
18724-51T|51174-55|1|10/11/2010|11|7.5|02/15/2017
17521-21T|51179-50|1|05/23/2007|11|1.0|02/15/2017
31579-30T|51180-22|1|04/18/2007|11|0.4|02/15/2017
18703-81T|51180-22|4|12/22/2010|11|7.58|02/15/2017
20488-33T|51180-22|5|02/01/2012|11|2.0|02/15/2017
18705-88T|51180-40|1|10/22/2010|11|1.1|02/15/2017
66752-29T|51180-40|2|07/01/2011|11||02/15/2017
18250-30T|51180-67|1|10/15/2007|11|7.0|02/15/2017
18255-16T|51181-57|2|02/18/2010|11|23.88|02/15/2017
44844-76T|51187-42|5|01/23/2015|11|1.6|02/15/2017
17538-67T|51188-05|1|02/14/2008|11|4.19|02/15/2017
17531-92T|51188-32|4|03/31/2008|11|17.2|02/15/2017
17537-95T|51189-04|1|03/18/2008|11|13.0|02/15/2017
17525-53T|51189-13|3|02/26/2007|11|2.6|02/15/2017
17544-97T|51190-48|2|11/26/2009|11|1.37|02/15/2017
49385-98T|51190-48|5|04/16/2016|11|5.0|02/15/2017
17526-25T|51190-57|1|01/27/2007|11|3.0|02/15/2017
17539-57T|51190-84|1|01/01/2008|11||02/15/2017
17543-71T|51191-47|1|01/01/2007|11|6.0|02/15/2017
18667-09T|51191-92|1|10/21/2010|11|5.07|02/15/2017
18017-29T|51192-01|1|10/22/2010|11|2.1|02/15/2017
17541-73T|51192-10|2|07/10/2008|11|7.0|02/15/2017
17541-01T|51192-37|1|02/10/2009|11|4.55|02/15/2017
17532-10T|51192-55|3|09/11/2008|11||02/15/2017
30264-58T|51192-55|8|12/12/2013|11|30.0|02/15/2017
18713-62T|51193-81|1|08/06/2010|11|2.25|02/15/2017
18319-60T|51196-51|1|03/16/2009|11|5.0|02/15/2017
18268-75T|51198-04|1|02/01/2007|11|1.0|02/15/2017
18269-11T|51198-04|2|07/11/2007|11|10.0|02/15/2017
18712-90T|51201-01|2|03/02/2009|11|5.0|02/15/2017
22405-69T|51201-19|1|04/23/2010|11||02/15/2017
18691-66T|51201-19|2|10/27/2010|11|2.57|02/15/2017
18727-30T|51201-28|1|10/27/2010|11|2.5|02/15/2017
34868-17T|51201-28|2|06/19/2014|11|3.0|02/15/2017
